order_id,order_date,order_priority,shipping_cost
ID-2016-AB1060059-42534,6/13/2016 0:00,Critical,13.56
CA-2017-FH14350140-42888,6/2/2017 0:00,Critical,13.53
IN-2015-GW1460527-42085,3/22/2015 0:00,Critical,13.42
HR-2015-ME772530-42222,8/6/2015 0:00,Critical,13.38
CA-2017-PT19090140-43029,10/21/2017 0:00,Critical,13.32
CA-2017-BD11320140-42838,4/13/2017 0:00,Critical,13.21
ES-2016-FH1435048-42633,9/20/2016 0:00,Critical,13.21
ID-2015-AG106757-42168,6/13/2015 0:00,Critical,13.18
CG-2016-KH636033-42598,8/16/2016 0:00,Critical,13.12
IN-2015-SC2030592-42271,9/24/2015 0:00,Critical,13.09
IN-2015-MS1777092-42170,6/15/2015 0:00,Critical,13.05
ES-2017-RB19435139-42970,8/23/2017 0:00,Critical,13
ID-2016-SP2065059-42621,9/8/2016 0:00,Critical,12.95
IN-2015-RS1987027-42148,5/24/2015 0:00,Critical,12.76
IN-2015-CK122057-42366,12/28/2015 0:00,Critical,12.7
CA-2014-SW20245140-41839,7/19/2014 0:00,Critical,12.61
IN-2015-SC2002059-42218,8/2/2015 0:00,Critical,12.47
ES-2014-ML182658-41795,6/5/2014 0:00,Critical,12.41
ES-2017-CM1271548-43059,11/20/2017 0:00,Critical,12.2
CA-2017-EH14005140-42891,6/5/2017 0:00,Critical,12.19
ES-2016-JD16015139-42442,3/13/2016 0:00,Critical,12.19
IN-2015-CS1195058-42336,11/28/2015 0:00,Critical,12.17
CA-2016-BC11125140-42577,7/26/2016 0:00,Critical,12.15
ES-2015-JE1616596-42044,2/9/2015 0:00,Critical,12.14
ES-2015-RK19300139-42147,5/23/2015 0:00,Critical,12.11
ES-2016-KE1642064-42421,2/21/2016 0:00,Critical,11.88
IN-2016-EH1394559-42590,8/8/2016 0:00,Critical,11.74
IN-2017-AR10570102-43046,11/7/2017 0:00,Critical,11.7
CA-2014-PR18880140-41886,9/4/2014 0:00,Critical,11.69
ES-2017-NC1841548-42838,4/13/2017 0:00,Critical,11.66
ID-2014-DK12985102-41874,8/23/2014 0:00,Critical,11.6
CA-2015-CC12100140-42153,5/29/2015 0:00,Critical,11.52
BO-2016-PJ883513-42680,11/6/2016 0:00,Critical,11.51
BO-2016-PJ883513-42680,11/6/2016 0:00,Critical,11.51
ES-2017-TT2122048-42812,3/18/2017 0:00,Critical,11.47
CA-2015-VM21685140-42309,11/1/2015 0:00,Critical,11.46
ES-2017-RD1972045-42857,5/2/2017 0:00,Critical,11.4
ES-2015-HE1480064-42028,1/24/2015 0:00,Critical,11.37
CA-2017-RB19465140-43029,10/21/2017 0:00,Critical,11.35
ID-2015-JO1555097-42230,8/14/2015 0:00,Critical,11.34
CA-2014-RF19840140-41989,12/16/2014 0:00,Critical,11.21
CA-2017-TH1111523-42904,6/18/2017 0:00,Critical,11.18
ES-2015-PB18805120-42321,11/13/2015 0:00,Critical,11.17
EG-2014-MC727538-41860,8/9/2014 0:00,Critical,11.16
BO-2014-SS1059013-41862,8/11/2014 0:00,Critical,11.15
BO-2014-SS1059013-41862,8/11/2014 0:00,Critical,11.15
CA-2015-EM13960140-42366,12/28/2015 0:00,Critical,11.12
CA-2016-ES14080140-42468,4/8/2016 0:00,Critical,11.09
CA-2016-GT14710140-42419,2/19/2016 0:00,Critical,11.01
ES-2016-GH1441045-42678,11/4/2016 0:00,Critical,10.98
IN-2014-LA1678027-41687,2/17/2014 0:00,Critical,10.97
ID-2017-MC175757-42789,2/23/2017 0:00,Critical,10.89
CA-2017-KW16435140-42948,8/1/2017 0:00,Critical,10.83
ES-2016-BT11440139-42582,7/31/2016 0:00,Critical,10.76
EG-2017-TT1122038-43095,12/26/2017 0:00,Critical,10.65
IN-2017-AB1001558-42987,9/9/2017 0:00,Critical,10.54
IN-2014-EB139307-41790,5/31/2014 0:00,Critical,10.37
CA-2016-PM19135140-42666,10/23/2016 0:00,Critical,10.34
CA-2016-BE11410140-42407,2/7/2016 0:00,Critical,10.27
ES-2017-PR18880120-42981,9/3/2017 0:00,Critical,10.25
CA-2015-SM20950140-42357,12/19/2015 0:00,Critical,10.17
ES-2016-AS1009045-42616,9/3/2016 0:00,Critical,10.1
ES-2017-RE19405139-42972,8/25/2017 0:00,Critical,10.08
ES-2016-AS1063048-42696,11/22/2016 0:00,Critical,9.91
CA-2015-MS17980140-42222,8/6/2015 0:00,Critical,9.82
IN-2016-EM1396092-42662,10/19/2016 0:00,Critical,9.76
CA-2015-DP13105140-42238,8/22/2015 0:00,Critical,9.69
CA-2016-CG12040140-42624,9/11/2016 0:00,Critical,9.67
CA-2017-Dp324023-42912,6/26/2017 0:00,Critical,9.65
ES-2017-MS17770139-43051,11/12/2017 0:00,Critical,9.57
ES-2017-AS1024048-42813,3/19/2017 0:00,Critical,9.53
IN-2016-JK152057-42624,9/11/2016 0:00,Critical,9.51
ES-2017-BW1106545-42857,5/2/2017 0:00,Critical,9.46
ES-2016-LB1673564-42707,12/3/2016 0:00,Critical,9.35
IN-2015-MS17710113-42225,8/9/2015 0:00,Critical,9.34
CA-2017-AT10735140-42949,8/2/2017 0:00,Critical,9.23
IN-2016-JO1528027-42492,5/2/2016 0:00,Critical,9.22
ID-2015-TP2113099-42329,11/21/2015 0:00,Critical,9.14
CA-2016-AG10300140-42710,12/6/2016 0:00,Critical,9.11
CA-2016-RD19810140-42529,6/8/2016 0:00,Critical,9.06
ID-2017-CV1229559-42876,5/21/2017 0:00,Critical,9.06
IN-2015-JL152357-42257,9/10/2015 0:00,Critical,9.06
CA-2016-HG14965140-42393,1/24/2016 0:00,Critical,9.05
BU-2016-RE940519-42596,8/14/2016 0:00,Critical,9.03
BU-2016-RE940519-42596,8/14/2016 0:00,Critical,9.03
IN-2015-BG1174058-42170,6/15/2015 0:00,Critical,9
ES-2017-AR1054045-42979,9/1/2017 0:00,Critical,8.95
EZ-2014-PS904532-41880,8/29/2014 0:00,Critical,8.9
CA-2014-NC18340140-41762,5/3/2014 0:00,Critical,8.83
ES-2016-VM2168545-42724,12/20/2016 0:00,Critical,8.81
ES-2015-RW19690139-42286,10/9/2015 0:00,Critical,8.8
CA-2016-LT17110140-42694,11/20/2016 0:00,Critical,8.76
ES-2015-MC1727545-42181,6/26/2015 0:00,Critical,8.74
IN-2015-EP1391527-42309,11/1/2015 0:00,Critical,8.63
IN-2016-GA1472527-42622,9/9/2016 0:00,Critical,8.59
CA-2016-JH15985140-42619,9/6/2016 0:00,Critical,8.56
ES-2017-RB19360139-42912,6/26/2017 0:00,Critical,8.54
IN-2015-KN1639058-42125,5/1/2015 0:00,Critical,8.53
CA-2017-BG11695140-43064,11/25/2017 0:00,Critical,8.4
ES-2015-EM1420045-42352,12/14/2015 0:00,Critical,8.38
CG-2015-JS559533-42069,3/6/2015 0:00,Critical,8.3
ID-2016-DM1295592-42597,8/15/2016 0:00,Critical,8.24
ES-2016-MC1727545-42667,10/24/2016 0:00,Critical,8.16
ES-2014-CK12205139-41901,9/19/2014 0:00,Critical,8.15
ID-2014-AJ1078059-41988,12/15/2014 0:00,Critical,8.14
IN-2016-EB137057-42728,12/24/2016 0:00,Critical,8.14
ES-2017-SR2074045-42787,2/21/2017 0:00,Critical,8.1
AE-2017-PG8820138-43044,11/5/2017 0:00,Critical,8.04
AE-2017-PG8820138-43044,11/5/2017 0:00,Critical,8.04
IN-2014-KM1666058-41898,9/16/2014 0:00,Critical,7.99
ID-2016-SV20365118-42617,9/4/2016 0:00,Critical,7.97
IN-2015-DK1322558-42199,7/14/2015 0:00,Critical,7.87
CA-2017-TB21520140-42940,7/24/2017 0:00,Critical,7.82
CA-2016-FM14380140-42539,6/18/2016 0:00,Critical,7.81
IN-2015-AR1051027-42069,3/6/2015 0:00,Critical,7.72
EG-2017-PO918038-43071,12/2/2017 0:00,Critical,7.37
ES-2016-MG1787548-42497,5/7/2016 0:00,Critical,7.24
ID-2016-MC1763597-42531,6/10/2016 0:00,Critical,7.16
ES-2017-CC1261048-43031,10/23/2017 0:00,Critical,7.08
CA-2015-MO17800140-42264,9/17/2015 0:00,Critical,7.02
ES-2016-TH2123545-42475,4/15/2016 0:00,Critical,6.86
ID-2016-KW165707-42524,6/3/2016 0:00,Critical,6.83
ID-2016-RB19330102-42498,5/8/2016 0:00,Critical,6.75
ES-2014-AR104058-41857,8/6/2014 0:00,Critical,6.63
ID-2015-KA165257-42301,10/24/2015 0:00,Critical,6.61
CA-2017-MZ17335140-43070,12/1/2017 0:00,Critical,6.58
ES-2015-NB18655120-42322,11/14/2015 0:00,Critical,6.52
ID-2017-PT19090102-42925,7/9/2017 0:00,Critical,6.48
CA-2017-HK14890140-42949,8/2/2017 0:00,Critical,6.43
GB-2015-DD357046-42358,12/20/2015 0:00,Critical,6.38
CG-2015-KB631533-42271,9/24/2015 0:00,Critical,6.31
CA-2015-SR20740140-42187,7/2/2015 0:00,Critical,6.24
ES-2015-PS18760139-42023,1/19/2015 0:00,Critical,6.22
ES-2016-VF2171545-42586,8/4/2016 0:00,Critical,6.22
IN-2016-DJ1351058-42615,9/2/2016 0:00,Critical,6.04
IN-2015-TH211007-42183,6/28/2015 0:00,Critical,5.94
CA-2016-MV17485140-42456,3/27/2016 0:00,Critical,5.84
GH-2015-TW1102549-42072,3/9/2015 0:00,Critical,5.84
CA-2017-SC20260140-42826,4/1/2017 0:00,Critical,5.75
GG-2017-PO919547-42842,4/17/2017 0:00,Critical,5.75
IN-2016-MJ1774027-42667,10/24/2016 0:00,Critical,5.57
CA-2016-WB21850140-42654,10/11/2016 0:00,Critical,5.54
ES-2017-SM2090545-42821,3/27/2017 0:00,Critical,5.54
EG-2014-PM913538-41963,11/20/2014 0:00,Critical,5.48
ID-2017-PC1900092-42962,8/15/2017 0:00,Critical,5.45
ID-2015-DB132707-42286,10/9/2015 0:00,Critical,5.38
CA-2014-AG10390140-41884,9/2/2014 0:00,Critical,5.37
CA-2014-AG10390140-41884,9/2/2014 0:00,Critical,5.37
CA-2014-AM10360140-41917,10/5/2014 0:00,Critical,5.31
CA-2014-AM10360140-41917,10/5/2014 0:00,Critical,5.31
CA-2015-AW10840140-42337,11/29/2015 0:00,Critical,5.26
CA-2015-AA10315140-42281,10/4/2015 0:00,Critical,5.23
IN-2016-NM1844566-42606,8/24/2016 0:00,Critical,5.2
CA-2017-EH13945140-42883,5/28/2017 0:00,Critical,5.15
IN-2015-OT1873088-42171,6/16/2015 0:00,Critical,5.14
CA-2016-GZ14470140-42706,12/2/2016 0:00,Critical,5.1
CA-2014-AP10915140-41935,10/23/2014 0:00,Critical,5.06
CA-2014-AP10915140-41935,10/23/2014 0:00,Critical,5.06
EG-2014-JS588038-41831,7/11/2014 0:00,Critical,5.04
ID-2017-SF20965118-43022,10/14/2017 0:00,Critical,5.02
ES-2016-NC18535120-42416,2/16/2016 0:00,Critical,4.94
CA-2015-JH15820140-42329,11/21/2015 0:00,Critical,4.92
CA-2016-CD12790140-42701,11/27/2016 0:00,Critical,4.92
CA-2017-JL15505140-43051,11/12/2017 0:00,Critical,4.91
ES-2015-EB1397548-42196,7/11/2015 0:00,Critical,4.9
ES-2016-MY1829548-42682,11/8/2016 0:00,Critical,4.83
CA-2016-TR21325140-42597,8/15/2016 0:00,Critical,4.78
CA-2017-KL16555140-42938,7/22/2017 0:00,Critical,4.71
CA-2017-PW19030140-42953,8/6/2017 0:00,Critical,4.64
CA-2017-PJ18835140-43043,11/4/2017 0:00,Critical,4.62
ES-2016-DK13150120-42729,12/25/2016 0:00,Critical,4.61
IN-2015-AM1070527-42351,12/13/2015 0:00,Critical,4.6
ES-2017-TS21205139-43040,11/1/2017 0:00,Critical,4.53
CA-2015-AB10255140-42132,5/8/2015 0:00,Critical,4.5
ID-2017-TT212207-42806,3/12/2017 0:00,Critical,4.45
